index		pid		visits	start time(nano sec)	end time(nano sec)		status
81 		179		1		1.1243258859978E13		1.124325895693E13			Done
82 		77		2		1.1243258860539E13		1.1243258958252E13			Done
83 		163		1		1.1243258861113E13		1.1243258960149E13			Done
84 		43		1		1.1243258861679E13		1.1243258961218E13			Done
85 		43		1		1.1243258862267E13		1.124325896221E13			Done
86 		126		3		1.1243258862848E13		1.1243259053701E13			Done
87 		197		1		1.124325886343E13		1.1243258965278E13			Done
88 		80		3		1.1243258863985E13		1.1243259054248E13			Done
89 		185		2		1.1243258864569E13		1.1243258967464E13			Done
90 		103		1		1.124325886513E13		1.1243258968909E13			Done
91 		75		2		1.1243258865698E13		1.124325897006E13			Done
92 		169		2		1.1243258866276E13		1.1243258971526E13			Done
93 		135		2		1.1243258866827E13		1.124325897265E13			Done
94 		123		2		1.1243258867408E13		1.1243258973809E13			Done
95 		89		1		1.1243258868006E13		1.1243258975136E13			Done
96 		82		3		1.1243258868562E13		1.1243259054781E13			Done
97 		66		3		1.1243258869144E13		1.1243259055457E13			Done
98 		126		3		1.1243258869696E13		1.1243259055993E13			Done
99 		30		3		1.1243258870279E13		1.1243259056662E13			Done
average running time (nano sec)=	141609.65
key with the smallest time=	0
key with the largest time=	160
